date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,weekend_flag,marketing_push_flag,weather_disruption_index,category,unit_cost_usd,selling_price_usd,cube_ft,target_service_level,primary_warehouse_id,year,month,week_number,day_of_week,quarter,month_name,year_month,revenue,margin,margin_pct
2025-03-22,SKU-102013,East,34,193.84,1,0,1970-03-25,0,-0.41,Electronics,54.03,86.74,0.58,0.976,WH-E100002,2025,3,12,5,1,Mar,2025-03,2949.16,1112.14,37.71
2024-11-01,SKU-102014,East,87,196.54,0,0,1970-03-25,1,-0.55,Pet,119.39,197.26,0.68,0.987,WH-E100002,2024,11,44,4,4,Nov,2024-11,17161.62,6774.69,39.48
2025-07-29,SKU-102015,East,46,94.1,0,0,1970-03-25,0,-1.26,Home,85.74,189.02,1.49,0.954,WH-E100002,2025,7,31,1,3,Jul,2025-07,8694.92,4750.880000000001,54.64
2025-01-28,SKU-102016,North,52,196.26,1,0,1970-03-26,0,0.11,Electronics,50.98,190.65,0.55,0.959,WH-N100000,2025,1,5,1,1,Jan,2025-01,9913.8,7262.840000000001,73.26
2025-08-04,SKU-102017,West,48,32.62,0,0,1970-03-26,0,0.64,Toys,14.98,175.66,1.79,0.972,WH-W100003,2025,8,32,0,3,Aug,2025-08,8431.68,7712.64,91.47
2024-11-03,SKU-102018,East,44,44.77,0,0,1970-03-26,0,-0.15,Toys,22.32,198.29,0.86,0.968,WH-E100002,2024,11,44,6,4,Nov,2024-11,8724.76,7742.68,88.74
2025-02-21,SKU-102019,West,41,183.46,1,0,1970-03-26,0,1.45,Beauty,61.85,78.7,0.76,0.931,WH-W100003,2025,2,8,4,1,Feb,2025-02,3226.7000000000003,690.85,21.41
2024-10-24,SKU-102020,West,49,195.36,0,0,1970-03-26,0,-0.44,Electronics,112.48,134.55,0.33,0.966,WH-W100003,2024,10,43,3,4,Oct,2024-10,6592.950000000001,1081.4300000000003,16.4
2025-05-08,SKU-102021,North,38,149.77,0,0,1970-03-26,0,-1.22,Home,118.88,33.69,0.21,0.975,WH-N100000,2025,5,19,3,2,May,2025-05,1280.2199999999998,-3237.22,-252.86
2025-09-01,SKU-102022,East,55,191.28,0,0,1970-03-26,0,0.31,Electronics,82.88,157.93,0.66,0.952,WH-E100002,2025,9,36,0,3,Sep,2025-09,8686.15,4127.750000000001,47.52
2025-03-12,SKU-102023,South,29,86.02,1,0,1970-03-26,0,-0.77,Kitchen,40.39,32.87,0.64,0.972,WH-S100001,2025,3,11,2,1,Mar,2025-03,953.23,-218.0800000000001,-22.88
2025-06-28,SKU-102024,East,40,103.6,0,0,1970-03-26,0,-0.24,Electronics,96.37,130.18,0.12,0.949,WH-E100002,2025,6,26,5,2,Jun,2025-06,5207.200000000001,1352.4,25.97
2024-10-16,SKU-102025,East,60,93.41,0,1,1970-03-26,0,-0.09,Electronics,47.52,108.9,0.08,0.975,WH-E100002,2024,10,42,2,4,Oct,2024-10,6534.0,3682.8,56.36
2025-01-04,SKU-102026,South,22,108.24,0,0,1970-03-26,0,-0.49,Pet,68.29,97.95,0.38,0.978,WH-S100001,2025,1,1,5,1,Jan,2025-01,2154.9,652.52,30.28
2025-01-23,SKU-102027,North,38,94.91,0,0,1970-03-26,0,-0.4,Kitchen,38.64,161.51,0.29,0.933,WH-N100000,2025,1,4,3,1,Jan,2025-01,6137.379999999999,4669.06,76.08
2025-05-08,SKU-102028,South,53,77.25,0,0,1970-03-26,0,-1.22,Kitchen,30.06,129.52,0.22,0.931,WH-S100001,2025,5,19,3,2,May,2025-05,6864.56,5271.38,76.79
2024-10-17,SKU-102029,East,34,162.31,0,1,1970-03-26,0,0.4,Toys,119.1,158.8,0.61,0.973,WH-E100002,2024,10,42,3,4,Oct,2024-10,5399.200000000001,1349.8000000000006,25.0
2024-10-21,SKU-102030,West,57,178.42,0,1,1970-03-26,0,1.24,Pet,39.01,44.01,0.77,0.983,WH-W100003,2024,10,43,0,4,Oct,2024-10,2508.57,285.0,11.36
2024-09-24,SKU-102031,West,37,106.84,0,1,1970-03-26,0,-1.1,Electronics,54.03,86.74,0.58,0.976,WH-W100003,2024,9,39,1,3,Sep,2024-09,3209.38,1210.2699999999998,37.71
2025-06-24,SKU-102032,East,56,95.46,0,0,1970-03-26,0,0.7,Pet,119.39,197.26,0.68,0.987,WH-E100002,2025,6,26,1,2,Jun,2025-06,11046.56,4360.719999999999,39.48
2025-07-12,SKU-102033,North,54,149.29,0,0,1970-03-26,0,0.45,Home,85.74,189.02,1.49,0.954,WH-N100000,2025,7,28,5,3,Jul,2025-07,10207.08,5577.120000000001,54.64
2025-02-07,SKU-102034,North,46,120.87,1,0,1970-03-26,0,0.7,Electronics,50.98,190.65,0.55,0.959,WH-N100000,2025,2,6,4,1,Feb,2025-02,8769.9,6424.820000000001,73.26
2025-04-19,SKU-102035,West,30,188.09,0,0,1970-03-26,0,0.17,Toys,14.98,175.66,1.79,0.972,WH-W100003,2025,4,16,5,2,Apr,2025-04,5269.8,4820.400000000001,91.47
2025-04-09,SKU-102036,East,36,152.45,0,0,1970-03-26,0,-0.12,Toys,22.32,198.29,0.86,0.968,WH-E100002,2025,4,15,2,2,Apr,2025-04,7138.44,6334.92,88.74
2025-02-17,SKU-102037,East,30,122.65,1,0,1970-03-26,0,1.31,Beauty,61.85,78.7,0.76,0.931,WH-E100002,2025,2,8,0,1,Feb,2025-02,2361.0,505.50000000000006,21.41
2025-08-10,SKU-102038,North,40,85.27,0,0,1970-03-26,0,0.33,Electronics,112.48,134.55,0.33,0.966,WH-N100000,2025,8,32,6,3,Aug,2025-08,5382.0,882.8000000000003,16.4
2025-01-27,SKU-102039,East,58,181.72,1,0,1970-03-26,0,1.48,Home,118.88,33.69,0.21,0.975,WH-E100002,2025,1,5,0,1,Jan,2025-01,1954.02,-4941.02,-252.86
2025-09-05,SKU-102040,East,23,129.33,0,0,1970-03-27,0,-0.44,Electronics,82.88,157.93,0.66,0.952,WH-E100002,2025,9,36,4,3,Sep,2025-09,3632.39,1726.1500000000003,47.52
2025-07-05,SKU-102041,East,37,147.79,0,0,1970-03-27,0,0.4,Kitchen,40.39,32.87,0.64,0.972,WH-E100002,2025,7,27,5,3,Jul,2025-07,1216.1899999999998,-278.2400000000001,-22.88
2024-11-07,SKU-102042,West,30,33.94,0,0,1970-03-27,0,-2.09,Electronics,96.37,130.18,0.12,0.949,WH-W100003,2024,11,45,3,4,Nov,2024-11,3905.4,1014.3,25.97
2025-07-26,SKU-102043,South,47,44.9,0,0,1970-03-27,0,-0.03,Electronics,47.52,108.9,0.08,0.975,WH-S100001,2025,7,30,5,3,Jul,2025-07,5118.3,2884.86,56.36
2025-07-01,SKU-102044,North,67,146.66,0,0,1970-03-27,0,-0.74,Pet,68.29,97.95,0.38,0.978,WH-N100000,2025,7,27,1,3,Jul,2025-07,6562.650000000001,1987.22,30.28
2025-04-17,SKU-102045,West,46,170.64,0,0,1970-03-27,0,-0.43,Kitchen,38.64,161.51,0.29,0.933,WH-W100003,2025,4,16,3,2,Apr,2025-04,7429.459999999999,5652.02,76.08
2024-11-11,SKU-102046,East,50,184.33,0,0,1970-03-27,0,1.28,Kitchen,30.06,129.52,0.22,0.931,WH-E100002,2024,11,46,0,4,Nov,2024-11,6476.000000000001,4973.0,76.79
2025-05-20,SKU-102047,West,51,186.19,0,0,1970-03-27,0,1.45,Toys,119.1,158.8,0.61,0.973,WH-W100003,2025,5,21,1,2,May,2025-05,8098.8,2024.700000000001,25.0
2025-09-23,SKU-102048,West,32,81.09,0,0,1970-03-27,0,-0.05,Pet,39.01,44.01,0.77,0.983,WH-W100003,2025,9,39,1,3,Sep,2025-09,1408.32,160.0,11.36
2025-07-12,SKU-102049,North,62,100.15,0,0,1970-03-27,0,1.23,Electronics,54.03,86.74,0.58,0.976,WH-N100000,2025,7,28,5,3,Jul,2025-07,5377.88,2028.0199999999995,37.71
2024-11-07,SKU-102050,East,27,108.05,0,0,1970-03-27,0,-2.09,Pet,119.39,197.26,0.68,0.987,WH-E100002,2024,11,45,3,4,Nov,2024-11,5326.02,2102.49,39.48
2025-08-23,SKU-102051,South,55,34.7,0,0,1970-03-27,0,0.55,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,8,34,5,3,Aug,2025-08,10396.1,5680.400000000001,54.64
2025-09-15,SKU-102052,North,45,34.67,0,0,1970-03-27,0,-2.22,Electronics,50.98,190.65,0.55,0.959,WH-N100000,2025,9,38,0,3,Sep,2025-09,8579.25,6285.150000000001,73.26
2025-01-04,SKU-102053,South,27,126.89,0,0,1970-03-27,0,-0.49,Toys,14.98,175.66,1.79,0.972,WH-S100001,2025,1,1,5,1,Jan,2025-01,4742.82,4338.360000000001,91.47
2025-07-27,SKU-102054,East,59,32.7,0,0,1970-03-27,0,-0.31,Toys,22.32,198.29,0.86,0.968,WH-E100002,2025,7,30,6,3,Jul,2025-07,11699.11,10382.23,88.74
2025-08-14,SKU-102055,East,37,102.99,0,0,1970-03-27,0,-0.39,Beauty,61.85,78.7,0.76,0.931,WH-E100002,2025,8,33,3,3,Aug,2025-08,2911.9,623.45,21.41
2025-05-30,SKU-102056,East,38,101.93,0,0,1970-03-27,0,0.06,Electronics,112.48,134.55,0.33,0.966,WH-E100002,2025,5,22,4,2,May,2025-05,5112.900000000001,838.6600000000003,16.4
2025-04-07,SKU-102057,West,39,182.71,0,0,1970-03-27,0,-0.02,Home,118.88,33.69,0.21,0.975,WH-W100003,2025,4,15,0,2,Apr,2025-04,1313.91,-3322.41,-252.86
2025-08-15,SKU-102058,West,56,193.81,0,0,1970-03-27,0,1.24,Electronics,82.88,157.93,0.66,0.952,WH-W100003,2025,8,33,4,3,Aug,2025-08,8844.08,4202.800000000001,47.52
2025-08-03,SKU-102059,West,59,154.6,0,0,1970-03-27,0,-0.14,Kitchen,40.39,32.87,0.64,0.972,WH-W100003,2025,8,31,6,3,Aug,2025-08,1939.33,-443.6800000000002,-22.88
2024-12-15,SKU-102060,West,35,160.72,0,0,1970-03-27,0,1.69,Electronics,96.37,130.18,0.12,0.949,WH-W100003,2024,12,50,6,4,Dec,2024-12,4556.3,1183.35,25.97
2025-05-20,SKU-102061,East,56,95.86,0,0,1970-03-27,0,1.45,Electronics,47.52,108.9,0.08,0.975,WH-E100002,2025,5,21,1,2,May,2025-05,6098.400000000001,3437.28,56.36
2025-01-24,SKU-102062,East,43,31.29,0,0,1970-03-27,0,-0.4,Pet,68.29,97.95,0.38,0.978,WH-E100002,2025,1,4,4,1,Jan,2025-01,4211.85,1275.38,30.28
2025-03-14,SKU-102063,West,62,175.15,1,0,1970-03-27,0,-2.9,Kitchen,38.64,161.51,0.29,0.933,WH-W100003,2025,3,11,4,1,Mar,2025-03,10013.62,7617.94,76.08
2025-01-27,SKU-102064,East,26,152.12,1,0,1970-03-28,0,-0.04,Kitchen,30.06,129.52,0.22,0.931,WH-E100002,2025,1,5,0,1,Jan,2025-01,3367.5200000000004,2585.96,76.79
2025-07-14,SKU-102065,South,52,158.58,0,0,1970-03-28,0,0.45,Toys,119.1,158.8,0.61,0.973,WH-S100001,2025,7,29,0,3,Jul,2025-07,8257.6,2064.400000000001,25.0
2025-04-01,SKU-102066,West,55,45.16,0,0,1970-03-28,0,-0.22,Pet,39.01,44.01,0.77,0.983,WH-W100003,2025,4,14,1,2,Apr,2025-04,2420.55,275.0,11.36
2025-04-04,SKU-102067,East,48,122.44,0,0,1970-03-28,0,1.67,Electronics,54.03,86.74,0.58,0.976,WH-E100002,2025,4,14,4,2,Apr,2025-04,4163.52,1570.0799999999997,37.71
2025-09-05,SKU-102068,East,43,162.39,0,0,1970-03-28,0,-1.73,Pet,119.39,197.26,0.68,0.987,WH-E100002,2025,9,36,4,3,Sep,2025-09,8482.18,3348.4099999999994,39.48
2025-07-31,SKU-102069,West,51,179.4,0,0,1970-03-28,0,2.05,Home,85.74,189.02,1.49,0.954,WH-W100003,2025,7,31,3,3,Jul,2025-07,9640.02,5267.280000000001,54.64
2025-05-11,SKU-102070,East,45,33.39,0,0,1970-03-28,0,0.58,Electronics,50.98,190.65,0.55,0.959,WH-E100002,2025,5,19,6,2,May,2025-05,8579.25,6285.150000000001,73.26
2024-10-24,SKU-102071,West,52,147.1,0,1,1970-03-28,0,-1.09,Toys,14.98,175.66,1.79,0.972,WH-W100003,2024,10,43,3,4,Oct,2024-10,9134.32,8355.36,91.47
2025-08-05,SKU-102072,West,34,134.2,0,0,1970-03-28,0,0.31,Toys,22.32,198.29,0.86,0.968,WH-W100003,2025,8,32,1,3,Aug,2025-08,6741.86,5982.98,88.74
2025-01-24,SKU-102073,South,21,148.56,0,0,1970-03-28,0,0.98,Beauty,61.85,78.7,0.76,0.931,WH-S100001,2025,1,4,4,1,Jan,2025-01,1652.7,353.85,21.41
2024-12-16,SKU-102074,West,48,90.43,0,0,1970-03-28,0,1.69,Electronics,112.48,134.55,0.33,0.966,WH-W100003,2024,12,51,0,4,Dec,2024-12,6458.400000000001,1059.3600000000004,16.4
2025-07-30,SKU-102075,West,70,42.9,0,0,1970-03-28,0,-1.05,Home,118.88,33.69,0.21,0.975,WH-W100003,2025,7,31,2,3,Jul,2025-07,2358.3,-5963.3,-252.86
2025-09-03,SKU-102076,South,31,119.75,0,0,1970-03-28,0,0.31,Electronics,82.88,157.93,0.66,0.952,WH-S100001,2025,9,36,2,3,Sep,2025-09,4895.83,2326.55,47.52
2025-05-13,SKU-102077,West,114,72.51,0,0,1970-03-28,1,0.41,Kitchen,40.39,32.87,0.64,0.972,WH-W100003,2025,5,20,1,2,May,2025-05,3747.18,-857.2800000000003,-22.88
2025-01-11,SKU-102078,West,50,98.05,0,0,1970-03-28,0,1.02,Electronics,96.37,130.18,0.12,0.949,WH-W100003,2025,1,2,5,1,Jan,2025-01,6509.0,1690.5,25.97
2025-09-04,SKU-102079,East,38,135.83,0,0,1970-03-28,0,-0.03,Electronics,47.52,108.9,0.08,0.975,WH-E100002,2025,9,36,3,3,Sep,2025-09,4138.2,2332.44,56.36
2025-06-01,SKU-102080,North,46,128.72,0,0,1970-03-28,0,0.46,Pet,68.29,97.95,0.38,0.978,WH-N100000,2025,6,22,6,2,Jun,2025-06,4505.7,1364.36,30.28
2025-09-19,SKU-102081,East,33,109.62,0,0,1970-03-28,0,0.18,Kitchen,38.64,161.51,0.29,0.933,WH-E100002,2025,9,38,4,3,Sep,2025-09,5329.83,4054.71,76.08
2025-06-03,SKU-102082,East,70,183.09,0,0,1970-03-28,0,1.44,Kitchen,30.06,129.52,0.22,0.931,WH-E100002,2025,6,23,1,2,Jun,2025-06,9066.4,6962.200000000001,76.79
2025-03-25,SKU-102083,East,35,120.92,1,0,1970-03-28,0,-0.41,Toys,119.1,158.8,0.61,0.973,WH-E100002,2025,3,13,1,1,Mar,2025-03,5558.0,1389.500000000001,25.0
2025-05-06,SKU-102084,South,28,124.77,0,0,1970-03-28,0,2.1,Pet,39.01,44.01,0.77,0.983,WH-S100001,2025,5,19,1,2,May,2025-05,1232.28,140.0,11.36
2024-11-04,SKU-102085,South,58,187.29,0,0,1970-03-28,1,-0.55,Electronics,54.03,86.74,0.58,0.976,WH-S100001,2024,11,45,0,4,Nov,2024-11,5030.92,1897.18,37.71
2025-08-06,SKU-102086,East,37,31.71,0,0,1970-03-28,0,0.64,Pet,119.39,197.26,0.68,0.987,WH-E100002,2025,8,32,2,3,Aug,2025-08,7298.62,2881.19,39.48
2024-12-01,SKU-102087,West,39,42.43,0,0,1970-03-28,0,0.14,Home,85.74,189.02,1.49,0.954,WH-W100003,2024,12,48,6,4,Dec,2024-12,7371.780000000001,4027.920000000001,54.64
2025-08-27,SKU-102088,East,48,32.61,0,0,1970-03-29,0,0.52,Electronics,50.98,190.65,0.55,0.959,WH-E100002,2025,8,35,2,3,Aug,2025-08,9151.2,6704.160000000001,73.26
2024-11-25,SKU-102089,West,26,126.03,0,0,1970-03-29,0,-2.08,Toys,14.98,175.66,1.79,0.972,WH-W100003,2024,11,48,0,4,Nov,2024-11,4567.16,4177.68,91.47
2025-02-22,SKU-102090,North,57,32.47,1,0,1970-03-29,0,-0.17,Toys,22.32,198.29,0.86,0.968,WH-N100000,2025,2,8,5,1,Feb,2025-02,11302.53,10030.29,88.74
2024-11-22,SKU-102091,West,24,129.34,0,0,1970-03-29,0,1.31,Beauty,61.85,78.7,0.76,0.931,WH-W100003,2024,11,47,4,4,Nov,2024-11,1888.8,404.4,21.41
2025-07-01,SKU-102092,North,51,176.96,0,0,1970-03-29,0,-0.24,Electronics,112.48,134.55,0.33,0.966,WH-N100000,2025,7,27,1,3,Jul,2025-07,6862.05,1125.5700000000004,16.4
2024-12-12,SKU-102093,East,32,146.56,0,0,1970-03-29,0,0.36,Home,118.88,33.69,0.21,0.975,WH-E100002,2024,12,50,3,4,Dec,2024-12,1078.08,-2726.08,-252.86
2024-10-11,SKU-102094,South,47,95.18,0,1,1970-03-29,0,0.21,Electronics,82.88,157.93,0.66,0.952,WH-S100001,2024,10,41,4,4,Oct,2024-10,7422.71,3527.3500000000004,47.52
2025-03-03,SKU-102095,West,24,83.38,1,0,1970-03-29,0,0.0,Kitchen,40.39,32.87,0.64,0.972,WH-W100003,2025,3,10,0,1,Mar,2025-03,788.8799999999999,-180.48000000000008,-22.88
2024-11-03,SKU-102096,East,61,191.77,0,0,1970-03-29,0,-0.43,Electronics,96.37,130.18,0.12,0.949,WH-E100002,2024,11,44,6,4,Nov,2024-11,7940.98,2062.4100000000003,25.97
2025-05-01,SKU-102097,North,31,80.38,0,0,1970-03-29,0,0.29,Electronics,47.52,108.9,0.08,0.975,WH-N100000,2025,5,18,3,2,May,2025-05,3375.9,1902.78,56.36
2025-02-15,SKU-102098,South,52,97.89,1,0,1970-03-29,0,1.54,Pet,68.29,97.95,0.38,0.978,WH-S100001,2025,2,7,5,1,Feb,2025-02,5093.400000000001,1542.3199999999997,30.28
2025-04-28,SKU-102099,West,33,158.86,0,0,1970-03-29,1,-1.33,Kitchen,38.64,161.51,0.29,0.933,WH-W100003,2025,4,18,0,2,Apr,2025-04,5329.83,4054.71,76.08
2025-09-22,SKU-102100,North,32,32.16,0,0,1970-03-29,0,-0.07,Kitchen,30.06,129.52,0.22,0.931,WH-N100000,2025,9,39,0,3,Sep,2025-09,4144.64,3182.7200000000003,76.79
2025-01-04,SKU-102101,South,24,155.73,0,0,1970-03-29,0,2.2,Toys,119.1,158.8,0.61,0.973,WH-S100001,2025,1,1,5,1,Jan,2025-01,3811.2,952.8000000000004,25.0
2025-07-31,SKU-102102,North,34,131.02,0,0,1970-03-29,0,-1.05,Pet,39.01,44.01,0.77,0.983,WH-N100000,2025,7,31,3,3,Jul,2025-07,1496.34,170.0,11.36
2025-08-28,SKU-102103,South,50,156.77,0,0,1970-03-29,0,1.66,Electronics,54.03,86.74,0.58,0.976,WH-S100001,2025,8,35,3,3,Aug,2025-08,4337.0,1635.4999999999998,37.71
2025-07-16,SKU-102104,North,32,30.92,0,0,1970-03-29,0,-0.51,Pet,119.39,197.26,0.68,0.987,WH-N100000,2025,7,29,2,3,Jul,2025-07,6312.32,2491.84,39.48
2025-05-02,SKU-102105,East,38,190.73,0,0,1970-03-29,0,0.0,Home,85.74,189.02,1.49,0.954,WH-E100002,2025,5,18,4,2,May,2025-05,7182.76,3924.640000000001,54.64
2024-11-13,SKU-102106,South,41,74.12,0,0,1970-03-29,0,1.28,Electronics,50.98,190.65,0.55,0.959,WH-S100001,2024,11,46,2,4,Nov,2024-11,7816.650000000001,5726.47,73.26
2025-07-22,SKU-102107,South,26,129.87,0,0,1970-03-29,0,-0.11,Toys,14.98,175.66,1.79,0.972,WH-S100001,2025,7,30,1,3,Jul,2025-07,4567.16,4177.68,91.47
2025-06-25,SKU-102108,East,70,90.37,0,0,1970-03-29,0,-0.36,Toys,22.32,198.29,0.86,0.968,WH-E100002,2025,6,26,2,2,Jun,2025-06,13880.3,12317.9,88.74
2025-09-07,SKU-102109,South,28,85.61,0,0,1970-03-29,0,-0.44,Beauty,61.85,78.7,0.76,0.931,WH-S100001,2025,9,36,6,3,Sep,2025-09,2203.6,471.80000000000007,21.41
2025-02-21,SKU-102110,North,30,126.32,1,0,1970-03-29,0,-0.38,Electronics,112.48,134.55,0.33,0.966,WH-N100000,2025,2,8,4,1,Feb,2025-02,4036.500000000001,662.1000000000003,16.4
2024-10-28,SKU-102111,West,21,80.09,0,0,1970-03-29,0,-0.44,Home,118.88,33.69,0.21,0.975,WH-W100003,2024,10,44,0,4,Oct,2024-10,707.49,-1788.99,-252.86
2025-04-03,SKU-102112,South,54,184.03,0,0,1970-03-30,0,-0.22,Electronics,82.88,157.93,0.66,0.952,WH-S100001,2025,4,14,3,2,Apr,2025-04,8528.220000000001,4052.7000000000007,47.52
2025-06-06,SKU-102113,South,22,88.64,0,0,1970-03-30,0,-0.48,Kitchen,40.39,32.87,0.64,0.972,WH-S100001,2025,6,23,4,2,Jun,2025-06,723.14,-165.44000000000003,-22.88
2025-06-04,SKU-102114,North,42,85.46,0,0,1970-03-30,0,-0.21,Electronics,96.37,130.18,0.12,0.949,WH-N100000,2025,6,23,2,2,Jun,2025-06,5467.56,1420.02,25.97
2025-07-22,SKU-102115,South,26,80.13,0,0,1970-03-30,0,-0.39,Electronics,47.52,108.9,0.08,0.975,WH-S100001,2025,7,30,1,3,Jul,2025-07,2831.4,1595.88,56.36
2025-09-10,SKU-102116,North,73,200.9,0,0,1970-03-30,0,-1.07,Pet,68.29,97.95,0.38,0.978,WH-N100000,2025,9,37,2,3,Sep,2025-09,7150.35,2165.18,30.28
2024-11-05,SKU-102117,West,42,77.71,0,0,1970-03-30,0,-0.41,Kitchen,38.64,161.51,0.29,0.933,WH-W100003,2024,11,45,1,4,Nov,2024-11,6783.42,5160.54,76.08
2025-03-18,SKU-102118,South,27,121.46,1,0,1970-03-30,0,-0.56,Kitchen,30.06,129.52,0.22,0.931,WH-S100001,2025,3,12,1,1,Mar,2025-03,3497.0400000000004,2685.42,76.79
2025-05-18,SKU-102119,East,43,129.73,0,0,1970-03-30,0,-0.47,Toys,119.1,158.8,0.61,0.973,WH-E100002,2025,5,20,6,2,May,2025-05,6828.400000000001,1707.1000000000008,25.0
2025-06-16,SKU-102120,South,72,185.98,0,0,1970-03-30,0,0.1,Pet,39.01,44.01,0.77,0.983,WH-S100001,2025,6,25,0,2,Jun,2025-06,3168.72,360.0,11.36
2024-11-16,SKU-102121,East,25,124.19,0,0,1970-03-30,0,0.42,Electronics,54.03,86.74,0.58,0.976,WH-E100002,2024,11,46,5,4,Nov,2024-11,2168.5,817.7499999999999,37.71
2025-07-30,SKU-102122,East,82,167.09,0,0,1970-03-30,0,-0.31,Pet,119.39,197.26,0.68,0.987,WH-E100002,2025,7,31,2,3,Jul,2025-07,16175.32,6385.339999999999,39.48
2025-09-26,SKU-102123,South,38,185.42,0,0,1970-03-30,0,-0.05,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,9,39,4,3,Sep,2025-09,7182.76,3924.640000000001,54.64
2025-06-26,SKU-102124,North,64,91.75,0,0,1970-03-30,0,-0.36,Electronics,50.98,190.65,0.55,0.959,WH-N100000,2025,6,26,3,2,Jun,2025-06,12201.6,8938.880000000001,73.26
2025-07-02,SKU-102125,North,81,180.02,0,0,1970-03-30,0,-0.24,Toys,14.98,175.66,1.79,0.972,WH-N100000,2025,7,27,2,3,Jul,2025-07,14228.46,13015.08,91.47
2025-03-15,SKU-102126,East,46,185.59,1,0,1970-03-30,0,0.52,Toys,22.32,198.29,0.86,0.968,WH-E100002,2025,3,11,5,1,Mar,2025-03,9121.34,8094.62,88.74
2025-06-26,SKU-102127,East,98,43.97,0,0,1970-03-30,0,-0.36,Beauty,61.85,78.7,0.76,0.931,WH-E100002,2025,6,26,3,2,Jun,2025-06,7712.6,1651.3000000000002,21.41
2025-05-12,SKU-102128,South,53,153.29,0,0,1970-03-30,0,-1.22,Electronics,112.48,134.55,0.33,0.966,WH-S100001,2025,5,20,0,2,May,2025-05,7131.150000000001,1169.7100000000005,16.4
2025-04-18,SKU-102129,South,30,82.22,0,0,1970-03-30,0,-0.29,Home,118.88,33.69,0.21,0.975,WH-S100001,2025,4,16,4,2,Apr,2025-04,1010.7,-2555.7,-252.86
2025-05-17,SKU-102130,West,48,33.83,0,0,1970-03-30,0,0.64,Electronics,82.88,157.93,0.66,0.952,WH-W100003,2025,5,20,5,2,May,2025-05,7580.64,3602.4000000000005,47.52
2025-07-20,SKU-102131,East,54,193.88,0,0,1970-03-30,0,-0.55,Kitchen,40.39,32.87,0.64,0.972,WH-E100002,2025,7,29,6,3,Jul,2025-07,1774.9799999999998,-406.08000000000015,-22.88
2025-07-29,SKU-102132,North,56,180.1,0,0,1970-03-30,0,-0.03,Electronics,96.37,130.18,0.12,0.949,WH-N100000,2025,7,31,1,3,Jul,2025-07,7290.08,1893.36,25.97
2024-09-30,SKU-102133,North,39,158.17,0,1,1970-03-30,0,0.39,Electronics,47.52,108.9,0.08,0.975,WH-N100000,2024,9,40,0,3,Sep,2024-09,4247.1,2393.82,56.36
2025-05-04,SKU-102134,South,52,188.66,0,0,1970-03-30,0,1.67,Pet,68.29,97.95,0.38,0.978,WH-S100001,2025,5,18,6,2,May,2025-05,5093.400000000001,1542.3199999999997,30.28
2024-10-13,SKU-102135,West,26,127.77,0,1,1970-03-30,0,1.8,Kitchen,38.64,161.51,0.29,0.933,WH-W100003,2024,10,41,6,4,Oct,2024-10,4199.26,3194.62,76.08
2024-11-27,SKU-102136,West,48,76.48,0,0,1970-03-31,0,-2.08,Kitchen,30.06,129.52,0.22,0.931,WH-W100003,2024,11,48,2,4,Nov,2024-11,6216.960000000001,4774.08,76.79
2025-04-05,SKU-102137,North,27,88.55,0,0,1970-03-31,0,1.29,Toys,119.1,158.8,0.61,0.973,WH-N100000,2025,4,14,5,2,Apr,2025-04,4287.6,1071.9000000000003,25.0
2025-08-31,SKU-102138,South,59,188.01,0,0,1970-03-31,0,-0.38,Pet,39.01,44.01,0.77,0.983,WH-S100001,2025,8,35,6,3,Aug,2025-08,2596.59,295.0,11.36
2024-10-24,SKU-102139,South,43,133.23,0,1,1970-03-31,0,1.25,Electronics,54.03,86.74,0.58,0.976,WH-S100001,2024,10,43,3,4,Oct,2024-10,3729.82,1406.5299999999995,37.71
2024-10-15,SKU-102140,North,47,195.56,0,1,1970-03-31,0,-0.92,Pet,119.39,197.26,0.68,0.987,WH-N100000,2024,10,42,1,4,Oct,2024-10,9271.22,3659.89,39.48
2025-09-01,SKU-102141,North,40,136.01,0,0,1970-03-31,0,-0.9,Home,85.74,189.02,1.49,0.954,WH-N100000,2025,9,36,0,3,Sep,2025-09,7560.8,4131.200000000001,54.64
2025-04-04,SKU-102142,West,68,79.4,0,0,1970-03-31,0,-0.22,Electronics,50.98,190.65,0.55,0.959,WH-W100003,2025,4,14,4,2,Apr,2025-04,12964.2,9497.56,73.26
2025-09-19,SKU-102143,North,60,153.97,0,0,1970-03-31,0,-2.22,Toys,14.98,175.66,1.79,0.972,WH-N100000,2025,9,38,4,3,Sep,2025-09,10539.6,9640.8,91.47
2025-04-29,SKU-102144,South,47,193.31,0,0,1970-03-31,0,-1.41,Toys,22.32,198.29,0.86,0.968,WH-S100001,2025,4,18,1,2,Apr,2025-04,9319.63,8270.59,88.74
2025-01-06,SKU-102145,West,44,149.51,0,0,1970-03-31,0,2.2,Beauty,61.85,78.7,0.76,0.931,WH-W100003,2025,1,2,0,1,Jan,2025-01,3462.8,741.4000000000001,21.41
2025-02-05,SKU-102146,South,37,128.47,1,0,1970-03-31,0,-0.55,Electronics,112.48,134.55,0.33,0.966,WH-S100001,2025,2,6,2,1,Feb,2025-02,4978.35,816.5900000000003,16.4
